,Utterance
7397,你在这跳什么跳
7428,我说行或者不行都不代表着行
7429,妈妈说不行也未必就是不行
7430,你懂吧
7442,等会儿
7445,你就别管我了
7446,我又不是小孩
7447,我又不是逃课
7448,我这单位派我出来办事
7449,这不很正常吗
7450,行行
7451,赶紧抓紧
7452,这都迟到了
7453,磊磊呢
7588,我我严肃的批评他
7589,但是
7639,不是抬杠
7640,我这给你打个比方
7877,我这没说妈妈
7878,我是问您同不同意支不支持吗
7879,你再考虑考虑
7880,再考虑考虑
7884,我跟你说南京特别热
7885,夏天热冬天冷
7886,房间里没有暖气
7887,哪有北京舒服
7888,最重要的就是你不爱吃辣吗
7889,南京那地方吃的饭那菜都是甜的
7890,你肯定吃不惯
7949,上次不该打你的
7950,妈妈一直很
7951,后悔
7953,上次是我先做错了的
7980,我查了这南京大学天文系是全国排名第一
7994,想想那时候 结婚的时候 想着一步一步的实现过上理想人生
7995,结果谁知道会有这么大的意外离了婚
7996,现在就剩下咱们母女俩相依为命
7997,其实
7998,其实这事儿对妈妈来说挺有挫败感的
7999,男的大概都这样
8000,你对他越好吧
8005,就说说
8015,大晚上上哪去了
8017,穿着睡衣去遛弯
8020,那跟谁
8021,打电话
8022,没打电话
8075,是不是说的有点多了
8076,当我没说
8085,少跟我来这套
8086,你说
8088,我不管
8184,去啊 肯定得去
8185,爸爸都答应你了
8186,都约好了 这样
8191,你先去 我断后
8195,然后我给你打助攻
8196,走
8262,我不吃 血糖高
8383,方圆也是这么说的
8501,那也行
8530,你改成乔卫东式的教育方式你行吗
8561,但是我最后一道大题第四问我还是有点不明白
8562,你再给我讲一遍
8584,妈妈这段时间好好检讨一下自己
8585,我觉得前段时间无论你是没有心情上学
8586,还是考试排名不好
8587,其实说到底还是妈妈的教育出了问题
8588,妈妈是下决心想改变自己
8600,我其实真的没有心情玩的
8601,不
8602,我觉得妈妈是以前对你有点严苛了
8603,你看你爸虽然他一身毛病
8604,但是他对你真的是没的说
8605,所以妈妈应该向他学习
8606,他性格就比较放松
8607,你跟他在一起也会觉得比较松弛一点
8608,对不对
8609,我觉得有时候中和平衡一下
8618,我当然这么想
8619,我是觉得自己之前做的都挺不好的
8620,才会给你造成这样的困惑
8621,我希望以后妈妈也能像爸爸那样
8622,他怎么对你
8623,我也怎么对
8624,我也希望你怎么对爸爸也愿意怎么对妈妈有什么心里话
8625,都能开诚布公的跟妈妈说
8626,好吗
8627,妈
8628,其实我觉得你和我爸是完全不同的两种人
8629,这想法也是南辕北辙的
8630,我知道您是想对我好
8631,其实您真的不用强迫自己去学他那一套
8632,他那一套您不是之前也一直看不上吗
8657,不吃 来 不吃
8701,南京大学实在是太远了
8702,将来我们又不考
8703,那上它有什么意义呢
8762,别走
8763,你坐下
8817,还没说完 总结教训以后
8838,老季
8839,我得跟你说对不起
8840,这事我不应该瞒着你
8842,乳腺 已经做了钼靶的检查
8847,这不是还没出结果了吗
8848,万一是虚惊一场呢
8849,让你们跟着难受
8850,你的工作那么特殊 现在都是在节骨眼上的
8851,我得考虑大局
8853,前两天做的
8854,第一次穿刺 没中
8855,周一还得做一次
8856,老季 你别那么大的心理负担
8857,现在还没做活检呢嘛
8858,还没结果
8865,你工作上要操心的那么多的事
8866,我总得替你分担吧
8867,再说了
8868,说不定没事了
8869,别那么大的心理负担
8951,我就从那边赶过来的
8952,别操心了
8954,今天没碰到
8955,老师 没跟他们单独聊
8964,那不是老师要求的嘛
9193,那什么
9194,待会儿，待会儿，待会儿
9195,我再玩会儿这个，过这关
9198,朵朵，啊对朵朵
9203,这，好？
9258,你看你也这么喜欢他
9259,咱们就养着他
9268,都不顺是吧
9505,咱这不是两套房子的吗
9506,我还让他住他原来那屋
9507,行吗
9534,那第8名谁知道
9538,你不要求上进
9539,你就别管那么多事了
9882,什么对呀，你是不是睡着了
9916,太辣了
9936,我跟你说那小费都可高了
10023,上回就用完了
10025,别别，一块去，一快去
10027,得活动活动，你扶着点我
10028,给点劲给点劲
10030,走走慢点
10146,可以呀
10147,你四舍五入
10148,你高考的时候再帮她四舍五入一下更好
10167,我跟你商量个事
10169,如果今年的经销商大会和线下活动
10170,安妮还是交给你来做的话
10171,那线上的部分
10172,部分我们
10173,能不能也参与进来
10178,这我知道
10179,你就麻烦你跟老板说一声
10183,但是你看杰西，你看我的团队我们也都辛苦了很长时间了
10186,没事了
10187,谢谢你啊
10193,明天你要是有空的话
10194,上我家来一趟
10195,带上方大夫一起
10196,有什么事吗
10197,有点私事儿
10217,这也是个别现象
10218,你就因为人一校园暴力把人整个教育制度都给否定了
10219,咱这也有暴力
10220,我高中的时候就经常被我们同学堵在胡同里边要零花钱
10221,我还跟人为这打过架
10247,孩子可怜，你说这么大遇上这种事
10248,终身都受影响
10249,你跟你那同学说多关照
10254,压力大动力才大
10255,没压力有什么动力
10259,今天这事真的不赖我
10353,Sorry sorry
10407,你不用了
10408,我自己会带着去
10459,你怎么了
10465,首先你青春期早就结束了
10466,再说你早更你不排卵你自己怎么知道的
10467,你不是早更，你是起早了是不是
10470,你这样，你有什么症状
10471,你有什么症状你是不是早更这正好在医院一查就清楚了
10472,还早更呢
10473,那我真的不是早更哈
10502,我这认错了，真的
10503,我都说一会儿我回去
10504,我买点水果去看看爸爸对不对
10582,那不是停站统一战线了
10583,还说我说你这刀挨的挺值的
10647,你躺在这我还在这听你给你做心理治疗
10649,我不吃了
10728,有什么麻烦
10785,非常时期 只能用非常手段了 再说了 给他送出国 不是减轻他现在的学习压力吗
10786,最不济混一口流利的英文回来
10858,原来是这样
10871,你也别太难过了
10872,你看你都这么大个人了
10873,你要是真的不想出国的话
10874,你死活都不肯去
10875,难不成
10876,你爸还能把你绑起来
10877,架到飞机上去
11078,我爱你
11079,谢谢你跟我说这些话
11080,你是我唯一的支柱
11081,我一定跟他好好沟通
11082,我还是个好妈妈
11083,我可以的
11119,你也别着急
11149,小宇学习不好啊
11150,你说出了国学习再没有自觉性生活上在邋里邋遢
11151,你说他爸能放心吗
11169,这就对了
11240,什么事咱得抓重点
11241,你说北京现在这么大堵车堵的厉害
11242,为什么这么多外地人还往这涌
11243,人往高处走
11244,水往低处流
11245,是不是这么个理儿
11246,我告诉你大城市就是眼界宽
11247,选择广
11248,这国外咱俩没去过
11249,没发言权
11250,但是咱最起码给孩子一个选择
11251,把孩子送出去体验
11252,让他在那感觉不好可以回来
11253,但是孩子至少有一个选择的机会
11325,爸
11326,你怎么这么舍得
11327,你自己那破手机用多少年了也不换
11328,还给我买
11512,我要向你道歉
11513,对不起
11514,这几天我让你伤心了
11521,小人之心啦
11532,我这真是一片冰心在玉壶
11533,后妈
11534,不是，后妈姐姐
11569,你喝什么
11570,拿铁
11571,我要黑咖啡
11572,所以我们会诊的目的是为了秀他的权威
11573,并不是为了
11574,病人咯
11580,对不起
11581,虽然我还不懂这些道理
11582,但我刚才行为一定让你
11583,为难了
11607,哪里不成了
11625,今天
11648,回家还为这些事情操心
11649,万一又着急上火
11650,眼压又高又进医院
11651,那日子还过不过了
11666,和谐生活对我宝宝生长是有好处的
11691,那你先签了
11695,我这不着急打架子鼓没功夫
11703,他是不小心看到的
11704,我不是故意的
11822,我以为就是通知小周别来，你可没跟我说
11823,让我再通知
11824,朵朵说小周不来了
11843,你有没有觉得朵朵特别不正常
11844,突然180度大转弯
11850,不是
11851,他突然跟我这么改变
11852,他刚刚跟我吵什么吵
11853,这肯定不正常
11874,这不是香水吗
11876,什么，什么成分
11902,你好好跟记者们说说这件事
11903,最后别忘了再漫不经心耸耸肩给他们甩一句
11904,有被害妄想症的女人就是这么可怜
11917,这是爸爸不是就是想道歉正式一点
11918,爸爸老了人老就糊涂
11919,你别往心里去好不好
11920,不过你就口头上这几句
11922,灵魂 你要是真的加入那个乐队
11923,我给你整一套dw的架子鼓
12080,我看没问题
12081,你怎么说你还在等
12092,中国的观念呢
12093,观念永远都是男主外女主内
12094,男生就忙着赚钱拼事业
12095,女生就得为家庭牺牲
12104,开白内障有什么不好
12109,师傅有一件事我一直想不明白
12110,自从到这里来
12111,不管是那些医生还是病人
12112,他们都特别崇拜那些肝胆
12113,脑外
12114,心外那些大科
12115,如果他们不做什么达芬奇机器人
12116,或者是那些体外循环
12117,好像是成不了大器
12118,你不觉得
12147,你瞧你瞧一提妈妈你这火药味这么重
12148,你想妈妈最近争大区经理老上火了
12209,你不会平时经常给他一些物质奖励
12210,我现在开始有点怀疑了
12222,你可以微信支付
12223,手机拿来
12224,手机给我
12226,快点
12328,怎么了
12335,主任您也别着急了
12336,要不我就替他们加个班
12356,怎么了
12385,到底怎么了
12662,人现在你看这都什么条件了
12663,咱们这还我跟你说这叫什么话来着叫比人矮半截
12664,声音自然抖
12668,他羡慕我什么
12694,我们老百姓没法活了
12695,真是
12748,舒舒舒什么意思
12752,对
12753,这不挺好吗
12782,当什么
12835,不用特殊照顾
12836,就按规矩办事
12837,真的姐你安排什么我们就干什么
12838,没问题
12875,那可真是大事
12913,我小说都写不出来
12925,我跟你说个事
12926,什么事你这么神神秘秘的
13071,哪有耽误学习
13091,是什么意思
13092,你再说一遍
13173,妄想狂
13355,这事可保不齐
13356,我告诉你
13357,另外奖学金这事根本就不靠谱
13358,怎么了
13447,没有
13448,我跟你说
13449,这肯定是娜娜的不对
13451,不你听我说亮忠啊，这娜娜啊他虽说比小宇大不了几岁
13452,可是他是长辈对吧
13453,长辈他怎么能跟自己家里孩子过不去
13454,是不是
13455,再说了
13456,你说男孩他有不皮的吗
13457,越聪明越皮
13460,他也该学学怎么跟孩子相处了
13461,是不是
13462,我跟你说其实我一早就跟娜娜说过
13463,我说你看人亮忠天天在外边公司那么多事那么忙
13464,是吧
13465,你怎么能让就是后院得太平
13466,咱不能后院起火
13467,你说是不是
14243,为什么不写作业
14265,什么意思
14475,都把妈妈气晕了
14534,他都没有回去
14589,诶呀 他好面子
14590,爱虚荣
14591,为了一张绿卡
14592,别哭了
14647,坏了坏了律师在楼下等着这样
14715,对了佳妮
14845,这女人不都这样吗
14846,尤其是老婆
14875,他这岁数了还带一孩子
14884,你这话不一定对
14885,这老美外国人什么口味这难说
14939,你爸真这么说的
14961,我为什么不能来
14985,价值观
14986,你还跟我说上价值观了
15032,姐你干嘛这么说
15033,跟你一点关系都没有
15050,不跟你过了
15051,你的天就好像塌下来
15203,那明成明玉呢
15238,我不是想指责谁
15246,还没送到医院呢 人就没了
15247,是疲劳过度加上兴奋过度
15304,你变了
15306,儿子
15312,老宅我
15328,那我家呢 我家我妈可没去过
15329,那儿可没有她一丝影子
15330,你上我那儿住吧
15331,不去不去 我不去
15420,去
15421,乌鸦嘴
15427,不许这么说你大哥啊
15430,妈 你不能这么说
15431,我哥是给咱们家贴金
15456,这一年要15万
15457,咱这几个存折加一块没那么多吧
15458,要不明天你跟明哲说说
15459,让他提前工作得了
15460,毕竟是清华的毕业生
15461,外边都争着抢着要呢
15462,你懂什么
15463,能考上美国名牌
15464,那是给你们苏家光宗耀祖
15465,别人家的孩子有几个能上
15477,苏大强
15528,什么班啊 这么贵
15551,没事
15553,能
15558,找存折你偷偷摸摸干什么
15598,说的没错
15611,又干什么
15660,明总
15661,对不起啊这
15662,这次损失确实是我的失误
15663,求您再给我一次机会
15669,是是是
15670,明总
15671,你怎么处罚我都接受
15676,怎么可能我一个人说了算
15677,我从情感上是非常不舍的 老倪
15678,毕竟咱们俩共事那么多年
15679,对吧
15774,爸 爸
15775,你把存折放在袜子里干嘛呀
15788,明总 您先赶紧回公司吧
15789,洪总他都急了
15843,你不能当着那么多亲戚的面去动手
